city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Melchor Ocampo,19.7083,-99.1444,Mexico,MX,México,minor,37706,37706
Perote,19.5620,-97.2420,Mexico,MX,Veracruz,minor,37516,37516
San Blas,21.5397,-105.2856,Mexico,MX,Nayarit,minor,37478,10187
Compostela,21.2389,-104.9000,Mexico,MX,Nayarit,minor,37478,17573
Paracho de Verduzco,19.6500,-102.0667,Mexico,MX,Michoacán de Ocampo,,37464,37464
Mariano Escobedo,18.9167,-97.1333,Mexico,MX,Veracruz,minor,37285,37285
Sayula,19.8836,-103.5972,Mexico,MX,Jalisco,minor,36778,36778
Nueva Rosita,27.9390,-101.2180,Mexico,MX,Coahuila de Zaragoza,,36642,34851
Zinacantán,16.7597,-92.7222,Mexico,MX,Chiapas,minor,36489,36489
Zacatepec,18.6833,-99.1833,Mexico,MX,Morelos,minor,36159,36159
Tomatlán,19.9333,-105.2333,Mexico,MX,Jalisco,minor,35824,35824
Miahuatlán de Porfirio Díaz,16.3283,-96.5961,Mexico,MX,Oaxaca,minor,35517,35517
Tamuín,22.0000,-98.7833,Mexico,MX,San Luis Potosí,minor,35446,35446
La Barca,20.2903,-102.5456,Mexico,MX,Jalisco,minor,35345,34449
Tonalá,16.0894,-93.7514,Mexico,MX,Chiapas,minor,35322,35322
Siltepec,15.5500,-92.3333,Mexico,MX,Chiapas,minor,35192,35192
Soteapan,18.2333,-94.8667,Mexico,MX,Veracruz,minor,35155,35155
Bochil,16.9953,-92.8903,Mexico,MX,Chiapas,minor,34997,34997
Acaxochitlán,20.1667,-98.2000,Mexico,MX,Hidalgo,minor,34892,34892
Zimapan,20.7333,-99.3833,Mexico,MX,Hidalgo,,34476,34476
Jiménez,27.1300,-104.9067,Mexico,MX,Chihuahua,minor,34281,34281
Santa María Atzompa,17.0794,-96.7869,Mexico,MX,Oaxaca,,34115,34115
Tuxpan,21.8667,-105.4500,Mexico,MX,Nayarit,minor,34079,34079
Salvatierra,20.2156,-100.8961,Mexico,MX,Guanajuato,minor,34066,34066
San Juan Evangelista,17.8833,-95.1333,Mexico,MX,Veracruz,minor,33929,33929
Santa Isabel,32.6314,-115.5756,Mexico,MX,Baja California,,33604,33604
Paso de Ovejas,19.2850,-96.4400,Mexico,MX,Veracruz,minor,33392,33392
Calpulalpan,19.5869,-98.5683,Mexico,MX,Hidalgo,minor,33263,33263
Pánuco,22.0500,-98.1833,Mexico,MX,Veracruz,minor,33122,33122
Temascalapa,19.8000,-98.9000,Mexico,MX,Hidalgo,minor,33063,33063
Villanueva,22.3536,-102.8831,Mexico,MX,Zacatecas,minor,32835,32835
Ticul,20.3953,-89.5339,Mexico,MX,Yucatán,,32796,32796
Sayula de Alemán,17.8833,-94.9500,Mexico,MX,Veracruz,minor,32721,32721
Putla Villa de Guerrero,17.0321,-97.9293,Mexico,MX,Oaxaca,minor,32640,32640
Nueva Italia de Ruiz,19.0194,-102.1089,Mexico,MX,Michoacán de Ocampo,,32467,32467
Ciudad Sabinas Hidalgo,26.5000,-100.1833,Mexico,MX,Nuevo León,minor,32047,20198
Paso del Macho,18.9667,-96.7167,Mexico,MX,Veracruz,minor,31890,31890
Turicato,19.0500,-101.4167,Mexico,MX,Michoacán de Ocampo,minor,31877,31877
Coatepec Harinas,18.9000,-99.7167,Mexico,MX,México,minor,31860,31860
El Oro de Hidalgo,19.8008,-100.1314,Mexico,MX,Morelos,minor,31847,31847
Jaral del Progreso,20.3667,-101.0667,Mexico,MX,Guanajuato,minor,31780,31780
Tuzantán,15.1500,-92.4167,Mexico,MX,Chiapas,minor,31755,31755
Amecameca de Juárez,19.1238,-98.7665,Mexico,MX,México,minor,31687,31687
Tecozautla,20.5333,-99.6333,Mexico,MX,Hidalgo,,31609,31609
Cananea,30.9819,-110.3006,Mexico,MX,Sonora,minor,31560,31560
Tenosique,17.4756,-91.4225,Mexico,MX,Tabasco,minor,31392,31392
Tancítaro,19.3378,-102.3630,Mexico,MX,Michoacán de Ocampo,,31100,31100
Atotonilco de Tula,20.0500,-99.1833,Mexico,MX,Hidalgo,,31078,8154
Champotón,19.3500,-90.7167,Mexico,MX,Campeche,minor,30881,30881
Capulhuac,19.2000,-99.4667,Mexico,MX,México,minor,30838,30838
Escuinapa,22.9822,-105.7031,Mexico,MX,Sinaloa,minor,30790,30790
Amatenango de la Frontera,15.4333,-92.1167,Mexico,MX,Chiapas,minor,30732,30732
Macuspana,17.7667,-92.6000,Mexico,MX,Tabasco,minor,30661,30661
Huatabampo,26.8304,-109.6300,Mexico,MX,Sonora,minor,30426,25063
Temascaltepec de González,19.0433,-100.0414,Mexico,MX,México,minor,30336,30336
San Salvador El Seco,19.1333,-97.6500,Mexico,MX,Puebla,,30303,30303
Ometepec,16.6833,-98.4167,Mexico,MX,Guerrero,minor,30271,17801
Cihuatlán,19.2500,-104.5667,Mexico,MX,Jalisco,minor,30241,30241
Ixtapan de la Sal,18.8333,-99.6833,Mexico,MX,México,minor,30073,30073
Nanchital de Lázaro Cárdenas del Río,18.0667,-94.4167,Mexico,MX,Veracruz,minor,30039,30039
Otumba,19.6969,-98.7547,Mexico,MX,México,minor,29873,29873
San Rafael,20.1889,-96.8658,Mexico,MX,Veracruz,minor,29631,29631
Villa Donato Guerra,19.3083,-100.1422,Mexico,MX,México,minor,29621,29621
Escárcega,18.6067,-90.7344,Mexico,MX,Campeche,minor,29477,29477
San Fernando,24.8504,-98.1600,Mexico,MX,Tamaulipas,minor,29171,22021
Navolato,24.7656,-107.7019,Mexico,MX,Sinaloa,minor,28676,28676
San Salvador,20.2833,-99.0153,Mexico,MX,Hidalgo,minor,28637,28637
Pabellón de Arteaga,22.1500,-102.2667,Mexico,MX,Aguascalientes,minor,28633,28633
Ciudad Sahagun,19.7714,-98.5803,Mexico,MX,Hidalgo,,28609,28609
Las Rosas,16.3556,-92.3672,Mexico,MX,Chiapas,minor,28261,28261
Cuitzeo del Porvenir,19.9686,-101.1394,Mexico,MX,Michoacán de Ocampo,minor,28227,28227
Villa Luvianos,18.9200,-100.2983,Mexico,MX,México,minor,28215,27860
Zacoalco de Torres,20.2333,-103.5833,Mexico,MX,Jalisco,minor,28205,28205
Xochistlahuaca,16.7914,-98.2419,Mexico,MX,Guerrero,minor,28089,28089
Ojinaga,29.5644,-104.4164,Mexico,MX,Chihuahua,minor,28040,22744
Rincón de Romos,22.2333,-102.3167,Mexico,MX,Aguascalientes,minor,27988,27988
San Felipe Jalapa de Díaz,18.0716,-96.5352,Mexico,MX,Oaxaca,,27979,27979
Nochistlán de Mejía,21.3642,-102.8464,Mexico,MX,Zacatecas,minor,27932,27932
Salinas Victoria,25.9667,-100.3000,Mexico,MX,Nuevo León,minor,27848,27848
Tlalpujahua de Rayón,19.8050,-100.1744,Mexico,MX,México,minor,27788,27788
San Martín Hidalgo,20.4350,-103.9286,Mexico,MX,Jalisco,minor,27777,8092
Soledad de Doblado,19.0447,-96.4233,Mexico,MX,Veracruz,minor,27770,27770
Atlautla,19.0000,-98.7167,Mexico,MX,México,minor,27663,27663
San Juan Guichicovi,16.9667,-95.0833,Mexico,MX,Oaxaca,,27646,27646
Catemaco,18.4167,-95.1167,Mexico,MX,Veracruz,minor,27615,27615
Contla,19.3333,-98.1667,Mexico,MX,Tlaxcala,minor,27610,27610
Los Reyes de Juárez,18.9267,-97.7983,Mexico,MX,Puebla,minor,27454,27454
Abasolo,20.4511,-101.5289,Mexico,MX,Guanajuato,minor,27389,27389
Tuxpan,19.5661,-100.4625,Mexico,MX,Michoacán de Ocampo,minor,27371,27371
Zempoala,19.9167,-98.6667,Mexico,MX,Hidalgo,minor,27333,27333
Tepehuacán de Guerrero,21.0131,-98.8442,Mexico,MX,Hidalgo,,27240,27240
Ozumba,19.0392,-98.7936,Mexico,MX,México,minor,27207,27207
San Agustín Tlaxiaca,20.1144,-98.8867,Mexico,MX,Hidalgo,,27118,27118
Amatepec,18.6500,-100.1500,Mexico,MX,México,minor,27026,27026
Sabanilla,17.2833,-92.5500,Mexico,MX,Chiapas,minor,26921,26921
Atitalaquia,20.0583,-99.2208,Mexico,MX,Hidalgo,,26904,26904
Xalatlaco,19.1811,-99.4164,Mexico,MX,México,minor,26865,26865
Paracuaro,19.1464,-102.2194,Mexico,MX,Michoacán de Ocampo,,26789,26789
Tlaxcoapan,20.0953,-99.2200,Mexico,MX,Hidalgo,,26758,26758
Jaltenco,19.7511,-99.0931,Mexico,MX,México,minor,26359,26359
Ocuilan de Arteaga,19.0000,-99.4000,Mexico,MX,México,minor,26332,26332
Tehuipango,18.5167,-97.0500,Mexico,MX,Veracruz,minor,26322,26322
Santiago Papasquiaro,25.0439,-105.4192,Mexico,MX,Durango,minor,26121,26121
Huaquechula,18.7667,-98.5500,Mexico,MX,Puebla,minor,26114,26114
Zacualtipán,20.6500,-98.6500,Mexico,MX,Hidalgo,,25987,25987
Cuajinicuilapa,16.4717,-98.4153,Mexico,MX,Guerrero,minor,25922,25922
Felipe Carrillo Puerto,19.5786,-88.0453,Mexico,MX,Quintana Roo,minor,25744,25744
Huejotzingo,19.1594,-98.4073,Mexico,MX,Puebla,minor,25684,25684
Cuerámaro,20.6258,-101.6739,Mexico,MX,Guanajuato,minor,25610,25610
Tepetlaoxtoc,19.5731,-98.8203,Mexico,MX,México,minor,25523,25523
Pinal de Amoles,21.1342,-99.4586,Mexico,MX,Querétaro,minor,25325,25325
Miahuatlán,18.5667,-97.4333,Mexico,MX,Puebla,minor,25228,25228
Álamo,20.9167,-97.6750,Mexico,MX,Veracruz,minor,25159,25159
Santa María Tonameca,15.7458,-96.5472,Mexico,MX,Oaxaca,minor,25130,25130
Sultepec,18.8667,-99.9500,Mexico,MX,México,minor,24986,24986
Doctor Mora,21.1425,-100.3192,Mexico,MX,Guanajuato,minor,24976,23324
Hunucmá,21.0153,-89.8744,Mexico,MX,Yucatán,minor,24910,24910
Ixhuatlancillo,18.9000,-97.1500,Mexico,MX,Veracruz,minor,24896,24896
Aquila,18.5833,-103.5167,Mexico,MX,Michoacán de Ocampo,,24864,24864
Aldama,28.8386,-105.9111,Mexico,MX,Chihuahua,minor,24761,18642
Jamay,20.2944,-102.7097,Mexico,MX,Jalisco,minor,24753,24753
Zumpango del Río,17.6500,-99.5000,Mexico,MX,Guerrero,minor,24719,24719
Venustiano Carranza,20.1158,-102.6542,Mexico,MX,Michoacán de Ocampo,minor,24708,24708
Carlos A. Carrillo,18.3667,-95.7500,Mexico,MX,Veracruz,minor,24565,24565
La Huerta,19.4833,-104.6500,Mexico,MX,Jalisco,minor,24563,24563
Ciudad Altamirano,18.3583,-100.6667,Mexico,MX,Guerrero,minor,24533,24533
Álamos,27.0275,-108.9400,Mexico,MX,Sonora,minor,24493,9345
Tecolutla,20.4797,-97.0100,Mexico,MX,Veracruz,minor,24258,24258
El Salto,23.7823,-105.3585,Mexico,MX,Durango,minor,24241,24241
Tantoyuca,21.3500,-98.2333,Mexico,MX,Veracruz,minor,23893,23893
Ciudad Serdán,18.9833,-97.4500,Mexico,MX,Puebla,minor,23824,23824
Cazones de Herrera,20.7000,-97.3000,Mexico,MX,Veracruz,minor,23675,23675
Cerro Azul,21.2000,-97.7331,Mexico,MX,Veracruz,minor,23573,23573
Ocampo,21.6500,-101.5000,Mexico,MX,Guanajuato,minor,23500,23500
Juchitepec,19.0997,-98.8792,Mexico,MX,México,minor,23497,23497
Ahualulco de Mercado,20.6992,-103.9556,Mexico,MX,Jalisco,minor,23362,23362
Magdalena de Kino,30.6167,-111.0500,Mexico,MX,Sonora,minor,23359,3445
Tototlán,20.5333,-102.7833,Mexico,MX,Jalisco,minor,23171,23171
Soledad Atzompa,18.7550,-97.1522,Mexico,MX,Veracruz,minor,23130,23130
Tamiahua,21.2794,-97.4469,Mexico,MX,Veracruz,minor,23120,23120
Rafael Delgado,18.8167,-97.0667,Mexico,MX,Veracruz,minor,23112,23112
Malinalco,18.9483,-99.4947,Mexico,MX,México,minor,22970,8045
Frontera,18.5336,-92.6469,Mexico,MX,Tabasco,minor,22795,22795
Tequixquiac,19.9097,-99.1417,Mexico,MX,Morelos,minor,22676,22676
Magdalena,20.9092,-103.9803,Mexico,MX,Jalisco,minor,22643,22643
Yahualica de González Gallo,21.1781,-102.8860,Mexico,MX,Jalisco,minor,22586,22586
Meoqui,28.2722,-105.4819,Mexico,MX,Chihuahua,minor,22574,22574
Tlacolula de Matamoros,16.9542,-96.4792,Mexico,MX,Oaxaca,minor,22545,22545
Santa Ana Nextlalpan,19.7167,-99.0667,Mexico,MX,México,minor,22507,34.374
Puente Nacional,19.3333,-96.4833,Mexico,MX,Veracruz,minor,22454,22454
Castaños,26.7833,-101.4167,Mexico,MX,Coahuila de Zaragoza,minor,22401,22401
Alvarado,18.7811,-95.7572,Mexico,MX,Veracruz,minor,22330,22330
Acatlán,20.4242,-103.6014,Mexico,MX,Jalisco,minor,22261,22261
Nava,28.4214,-100.7675,Mexico,MX,Coahuila de Zaragoza,minor,22192,22192
Atlatlahucan,18.9350,-98.9000,Mexico,MX,Morelos,minor,22079,22079
Jalpan,21.2167,-99.4725,Mexico,MX,Querétaro,minor,22025,22025
Tecali,18.9011,-97.9700,Mexico,MX,Puebla,minor,21992,21992
Axapusco,19.7194,-98.7972,Mexico,MX,México,minor,21915,21915
Xalisco,21.4481,-104.9000,Mexico,MX,Nayarit,minor,21899,21899
Chapa de Mota,19.8144,-99.5269,Mexico,MX,México,minor,21746,21746
Tixtla de Guerrero,17.5667,-99.4000,Mexico,MX,Guerrero,minor,21720,21720
Ocotlán de Morelos,16.7914,-96.6750,Mexico,MX,Oaxaca,minor,21676,21676
Cuilapan de Guerrero,16.9972,-96.7817,Mexico,MX,Oaxaca,minor,21597,21597
Chapala,20.2933,-103.1897,Mexico,MX,Jalisco,minor,21596,21596
La Resolana,19.6031,-104.4362,Mexico,MX,Jalisco,minor,21584,21584
Acatic,20.7803,-102.9100,Mexico,MX,Jalisco,minor,21530,21530
San Martín de las Pirámides,19.7333,-98.8167,Mexico,MX,México,minor,21511,21511
Heroica Ciudad de Tlaxiaco,17.2077,-97.6798,Mexico,MX,Oaxaca,minor,21391,14608
Degollado,20.4667,-102.1500,Mexico,MX,Jalisco,minor,21226,21226
Nogales,18.8167,-97.1667,Mexico,MX,Veracruz,minor,21113,21113
Chocamán,19.0167,-97.0333,Mexico,MX,Veracruz,minor,21102,21102
Altepexi,18.3676,-97.3004,Mexico,MX,Puebla,minor,21100,21100
Tepezalá,22.2167,-102.1667,Mexico,MX,Aguascalientes,minor,20926,20926
Comala,19.3208,-103.7603,Mexico,MX,Colima,minor,20888,9442
Texistepec,17.9000,-94.8167,Mexico,MX,Veracruz,minor,20887,20887
Allende,28.3333,-100.8333,Mexico,MX,Coahuila de Zaragoza,minor,20694,20694
Atoyac de Álvarez,17.2000,-100.4333,Mexico,MX,Guerrero,minor,20515,19081
Loreto,26.0128,-111.3433,Mexico,MX,Baja California Sur,minor,20385,14724
Santa María Chilchotla,18.2333,-96.8167,Mexico,MX,Oaxaca,minor,20328,20328
Villa Hidalgo,21.6667,-102.6000,Mexico,MX,Jalisco,minor,20257,20257
Cruz Grande,16.7333,-99.1333,Mexico,MX,Guerrero,minor,20175,20175
Naranjos,21.3472,-97.6833,Mexico,MX,Veracruz,minor,20073,20073
Ciudad Miguel Alemán,26.4003,-99.0253,Mexico,MX,Tamaulipas,minor,19998,19998
El Arenal,20.7754,-103.6935,Mexico,MX,Jalisco,minor,19900,19900
Comapa,19.1667,-96.8666,Mexico,MX,Veracruz,minor,19859,19859
Zimatlán de Álvarez,16.8667,-96.7833,Mexico,MX,Oaxaca,minor,19849,19849
Calvillo,21.8500,-102.7167,Mexico,MX,Aguascalientes,minor,19742,19742
Huanímaro,20.3675,-101.4969,Mexico,MX,Guanajuato,minor,19693,19693
Chiconcuac,19.5500,-98.9000,Mexico,MX,México,minor,19656,19656
Lerdo de Tejada,18.6380,-95.5085,Mexico,MX,Veracruz,minor,19606,19606
Hidalgotitlán,17.7833,-94.6333,Mexico,MX,Veracruz,minor,19587,19587
Tapalpa,19.9445,-103.7585,Mexico,MX,Jalisco,minor,19506,19506
Amatán,17.3715,-92.8180,Mexico,MX,Chiapas,minor,19348,19348
Viesca,25.3500,-102.8000,Mexico,MX,Coahuila de Zaragoza,minor,19328,3522
Jamiltepec,16.2783,-97.8200,Mexico,MX,Oaxaca,minor,19201,19201
Senguio,19.7539,-100.3377,Mexico,MX,Michoacán de Ocampo,minor,19146,19146
Cherán,19.6833,-101.9500,Mexico,MX,Michoacán de Ocampo,minor,19081,19081
Ixtlahuacán del Río,20.8667,-103.2500,Mexico,MX,Jalisco,minor,19070,19070
Cotija de la Paz,19.8100,-102.7047,Mexico,MX,México,minor,19018,19018
Santa Ana Jilotzingo,19.5333,-99.4000,Mexico,MX,México,minor,19013,19013
Fortín de las Flores,18.9000,-97.0000,Mexico,MX,Veracruz,minor,18965,18965
Landa de Matamoros,21.1819,-99.3203,Mexico,MX,Querétaro,minor,18905,1609
Huehuetla,20.1039,-97.6251,Mexico,MX,Puebla,minor,18803,18803
Tlalnelhuayocan,19.5667,-96.9667,Mexico,MX,Veracruz,minor,18715,18715
Asunción Nochixtlán,17.4592,-97.2261,Mexico,MX,Oaxaca,minor,18525,18525
San Blas Atempa,16.3167,-95.2167,Mexico,MX,Oaxaca,minor,18406,18406
Filomeno Mata,20.2000,-97.7000,Mexico,MX,Veracruz,minor,18367,18367
Santiago Ixcuintla,21.8110,-105.2079,Mexico,MX,Nayarit,minor,18365,15790
Tepetlixpa,19.0006,-98.8178,Mexico,MX,México,minor,18327,18327
San José Tenango,18.1500,-96.7333,Mexico,MX,Oaxaca,minor,18316,18316
Tulum,20.2119,-87.4658,Mexico,MX,Quintana Roo,minor,18233,18233
Cuautitlán,19.4333,-104.3000,Mexico,MX,Jalisco,minor,18138,18138
Cuquío,20.9275,-103.0239,Mexico,MX,Jalisco,minor,17980,17980
Unión de San Antonio,21.1272,-102.0061,Mexico,MX,Jalisco,minor,17915,17915
Acatlán,20.1444,-98.4383,Mexico,MX,Hidalgo,minor,17914,17914
Zapotlán del Rey,20.4674,-102.9248,Mexico,MX,Jalisco,minor,17893,17893
San Bartolo Tutotepec,20.4000,-98.2000,Mexico,MX,Hidalgo,minor,17837,17837
Victoria,21.2122,-100.2144,Mexico,MX,Guanajuato,minor,17764,17764
Moloacán,17.9833,-94.3500,Mexico,MX,Veracruz,minor,17504,17504
Pajapan,18.2667,-94.6833,Mexico,MX,Veracruz,minor,17480,17480
Tepatlaxco,19.0667,-97.9667,Mexico,MX,Puebla,minor,17472,17472
Totutla,19.2167,-96.9667,Mexico,MX,Veracruz,minor,17428,17428
Mecayapan,18.2167,-94.8333,Mexico,MX,Veracruz,minor,17312,17312
Ignacio de la Llave,18.6618,-95.9721,Mexico,MX,Veracruz,minor,17105,17105
Peñamiller,21.0519,-99.8150,Mexico,MX,Querétaro,minor,17007,17007
Chinampa de Gorostiza,21.3667,-97.7333,Mexico,MX,Veracruz,minor,16741,16741
Jilotepec,19.6113,-96.9224,Mexico,MX,Veracruz,minor,16682,16682
Ciudad Guadalupe Victoria,24.4497,-104.1225,Mexico,MX,Durango,minor,16506,16506
Zapotlán de Juárez,19.9667,-98.8500,Mexico,MX,Hidalgo,minor,16493,16493
Juchique de Ferrer,19.8333,-96.7000,Mexico,MX,Veracruz,minor,16360,16360
Cosautlán,19.3333,-96.9833,Mexico,MX,Veracruz,minor,16353,16353
Oteapan,18.0000,-94.6667,Mexico,MX,Veracruz,minor,16222,16222
Santiago Tulantepec,20.0397,-98.3575,Mexico,MX,Hidalgo,minor,16078,16078
Ciudad de Huitzuco,18.3000,-99.3500,Mexico,MX,Guerrero,minor,16025,16025
El Rosario,22.9922,-105.8572,Mexico,MX,Sinaloa,minor,16002,16001
Vicente Guerrero,23.7500,-103.9833,Mexico,MX,Durango,minor,15982,15982
San Julián,21.0167,-102.1667,Mexico,MX,Jalisco,minor,15890,15890
Tlaltetela,19.3167,-96.9000,Mexico,MX,Veracruz,minor,15818,15818
Ixhuatlán del Sureste,18.0170,-94.3800,Mexico,MX,Veracruz,minor,15800,15800
Tenango de Doria,20.3356,-98.2267,Mexico,MX,Hidalgo,minor,15793,15793
La Cruz,23.9214,-106.8919,Mexico,MX,Sinaloa,minor,15657,15657
Tatahuicapan,18.2500,-94.7667,Mexico,MX,Veracruz,minor,15614,15614
Churumuco de Morelos,18.6167,-101.6333,Mexico,MX,Michoacán de Ocampo,minor,15455,15455
Madera,29.1900,-108.1414,Mexico,MX,Chihuahua,minor,15447,15447
Ayutla de los Libres,16.9000,-99.2167,Mexico,MX,Guerrero,minor,15370,15370
Amatitán,20.8333,-103.7167,Mexico,MX,Jalisco,minor,15344,15344
Cárdenas,22.0103,-99.6522,Mexico,MX,San Luis Potosí,minor,15331,15331
Chilcuautla,20.3333,-99.2333,Mexico,MX,Hidalgo,minor,15284,15284
Huasca de Ocampo,20.2028,-98.5758,Mexico,MX,Hidalgo,minor,15201,538
Huitzilan,19.9667,-97.6833,Mexico,MX,Puebla,minor,15096,15096
Calkiní,20.3667,-90.0500,Mexico,MX,Campeche,minor,14934,14934
Tecuala,22.4004,-105.4600,Mexico,MX,Nayarit,minor,14921,10583
Huixcolotla,18.9219,-97.7708,Mexico,MX,Puebla,minor,14810,14810
Cerritos,22.4275,-100.2783,Mexico,MX,San Luis Potosí,minor,14804,14804
Tepetzintla,21.1647,-97.8528,Mexico,MX,Veracruz,minor,14736,14736
Tlaxcala,19.3191,-98.1998,Mexico,MX,Tlaxcala,admin,14692,14692
Técpan de Galeana,17.2500,-100.6833,Mexico,MX,Guerrero,minor,14638,14638
Zontecomatlán de López y Fuentes,20.7667,-98.3333,Mexico,MX,Veracruz,minor,14620,14620
Ciudad Hidalgo,14.6792,-92.1497,Mexico,MX,Chiapas,minor,14606,14606
Tierra Blanca,21.1011,-100.1578,Mexico,MX,Guanajuato,minor,14515,14515
Guachochi,26.8194,-107.0700,Mexico,MX,Chihuahua,minor,14513,14513
Tlayacapan,18.9556,-98.9811,Mexico,MX,Morelos,minor,14467,14467
Chiconquiaco,19.7500,-96.8167,Mexico,MX,Veracruz,minor,14394,14394
San Andrés Timilpan,19.8667,-99.7333,Mexico,MX,México,minor,14335,14335
Ciénega de Flores,25.9500,-100.1833,Mexico,MX,Nuevo León,minor,14268,14268
Almoloya de Alquisiras,18.8500,-99.8500,Mexico,MX,México,minor,14196,14196
Juan Aldama,24.2910,-103.3940,Mexico,MX,Zacatecas,minor,14162,12073
Santa Rosalía,27.3389,-112.2669,Mexico,MX,Baja California Sur,minor,14160,11765
Grajales,19.2500,-97.7833,Mexico,MX,Puebla,minor,14159,14159
Tepoztlán,18.9853,-99.0997,Mexico,MX,Morelos,minor,14130,14130
El Porvenir de Velasco Suárez,15.4556,-92.2794,Mexico,MX,Chiapas,minor,14121,14121
Ezequiel Montes,20.6667,-99.8833,Mexico,MX,Querétaro,minor,14053,14053
Acala,16.5533,-92.8069,Mexico,MX,Chiapas,minor,13889,13889
Polotitlán de la Ilustración,20.2231,-99.8147,Mexico,MX,México,minor,13851,13851
Apaxco de Ocampo,19.9733,-99.1700,Mexico,MX,Hidalgo,minor,13836,13836
Zacualpan,18.7197,-99.7800,Mexico,MX,México,minor,13800,13800
San Pedro Pochutla,15.7463,-96.4652,Mexico,MX,Oaxaca,minor,13685,13685
Aldama,22.9194,-98.0736,Mexico,MX,Tamaulipas,minor,13661,13661
Ilamatlán,20.7833,-98.4500,Mexico,MX,Veracruz,minor,13474,13474
Ascensión,31.0928,-107.9964,Mexico,MX,Chihuahua,minor,13456,13456
Coquimatlán,19.2038,-103.8086,Mexico,MX,Colima,minor,13358,13358
Cadereyta,20.7000,-99.8167,Mexico,MX,Querétaro,minor,13347,13347
Miahuatlán,18.2833,-97.2833,Mexico,MX,Puebla,minor,13159,13159
Santa María Jalapa del Marqués,16.4401,-95.4434,Mexico,MX,Oaxaca,minor,13148,13148
Singuilucan,19.9675,-98.5178,Mexico,MX,Hidalgo,minor,13143,13143
Mazatlán Villa de Flores,18.0167,-96.9167,Mexico,MX,Oaxaca,minor,13097,13097
Maravilla Tenejapa,16.1333,-91.2833,Mexico,MX,Chiapas,minor,12945,12945
Valparaíso,22.7667,-103.5667,Mexico,MX,Zacatecas,minor,12919,12919
Tapilula,17.2500,-93.0167,Mexico,MX,Chiapas,minor,12887,12887
Sonoita,31.8614,-112.8544,Mexico,MX,Sonora,minor,12849,12849
Maxcanú,20.5833,-89.9833,Mexico,MX,Yucatán,minor,12621,12621
El Fuerte,26.4214,-108.6200,Mexico,MX,Sinaloa,minor,12566,12566
Arroyo Seco,21.5472,-99.6883,Mexico,MX,Querétaro,minor,12493,1425
Isla Mujeres,21.2084,-86.7115,Mexico,MX,Quintana Roo,minor,12491,12491
Santa Ana Maya,20.0000,-101.0167,Mexico,MX,Michoacán de Ocampo,minor,12466,12466
San Pedro Jicayán,16.4167,-97.9833,Mexico,MX,Oaxaca,minor,12387,12387
Mecatlán,20.2135,-97.6574,Mexico,MX,Veracruz,minor,12332,12332
Emiliano Zapata,19.6500,-98.5500,Mexico,MX,Hidalgo,minor,12309,12309
Tzintzuntzán,19.6283,-101.5789,Mexico,MX,Michoacán de Ocampo,minor,12259,12259
Cuichapa,18.7667,-96.8667,Mexico,MX,Veracruz,minor,12238,12238
Tempoal de Sánchez,21.5167,-98.3833,Mexico,MX,Veracruz,minor,12237,12237
Cocotitlán,19.2167,-98.8500,Mexico,MX,México,minor,12142,12142
Citlaltépec,21.3435,-97.8920,Mexico,MX,Veracruz,minor,12109,12109
San Carlos Yautepec,16.5000,-96.1000,Mexico,MX,Oaxaca,minor,12101,12101
Mineral del Monte,20.1333,-98.6667,Mexico,MX,Hidalgo,minor,11944,11944
Balancán,17.8000,-91.5300,Mexico,MX,Tabasco,minor,11895,3438
Ojuelos de Jalisco,21.8642,-101.5933,Mexico,MX,Jalisco,minor,11881,11881
Abasolo,24.0559,-98.3733,Mexico,MX,Tamaulipas,minor,11862,11862
Villa Aldama,19.6500,-97.2333,Mexico,MX,Veracruz,minor,11760,11760
José María Morelos,19.7500,-88.7000,Mexico,MX,Quintana Roo,minor,11750,11750
Tolcayuca,19.9500,-98.9167,Mexico,MX,Morelos,minor,11746,11746
San Nicolás de los Ranchos,19.0667,-98.4833,Mexico,MX,Puebla,minor,11734,11734
Ángel R. Cabada,18.5969,-95.4453,Mexico,MX,Veracruz,minor,11689,11689
Mixtla de Altamirano,18.6000,-97.0000,Mexico,MX,Veracruz,minor,11646,11646
Tepetzintla,19.9667,-97.8333,Mexico,MX,Puebla,minor,11622,11622
Huandacareo,19.9906,-101.2750,Mexico,MX,Michoacán de Ocampo,minor,11592,11592
Espita,21.0128,-88.3047,Mexico,MX,Yucatán,minor,11551,11551
Epazoyucan,20.0177,-98.6361,Mexico,MX,Hidalgo,minor,11522,11522
Tlacolulan,19.6667,-97.0000,Mexico,MX,Veracruz,minor,11431,11431
Acuítzio del Canje,19.5000,-101.3333,Mexico,MX,Michoacán de Ocampo,minor,11425,11425
Santa María Huazolotitlán,16.3014,-97.9125,Mexico,MX,Oaxaca,minor,11400,11400
Xichú,21.2997,-100.0553,Mexico,MX,Guanajuato,minor,11323,11323
González,22.8281,-98.4306,Mexico,MX,Tamaulipas,minor,11212,11212
Temamatla,19.2028,-98.8700,Mexico,MX,México,minor,11206,11206
Mineral de Angangueo,19.6178,-100.2856,Mexico,MX,Michoacán de Ocampo,minor,11120,11120
Joquicingo,19.0556,-99.5467,Mexico,MX,México,minor,11042,11042
Tezoatlán de Segura y Luna,17.6500,-97.8167,Mexico,MX,Oaxaca,minor,11034,11034
